,Datetime,Username,Coin,Prediction,Text,Cleaned Text
18,2022-07-08 16:00:44+00:00,VirtuaMetaverse,TVK,1,"🚨 Latest Cardano Island Land Sale Update 🚨

We will be delaying the first mint slot by 2 hours to 18:00 UTC ⏰🏝️

🔗 https://t.co/hCjGacJWkG

Join our Discord for more info
🔗 https://t.co/vBqQ8FzszC

#CardanoCommunity #ADA $ADA #TVK #CardanoIsland #CardanoNFTs #CNFTCollection https://t.co/0jPviMvkQr","['🚨', 'latest', 'cardano', 'island', 'land', 'sale', 'update', '🚨', 'delaying', 'first', 'mint', 'slot', '2', 'hour', '1800', 'utc', '⏰🏝️', '🔗', 'httpstcohcjgacjwkg', 'join', 'discord', 'info', '🔗', 'httpstcovbqq8fzszc', 'cardanocommunity', 'ada', 'ada', 'tvk', 'cardanoisland', 'cardanonfts', 'cnftcollection', 'httpstco0jpvimvkqr']"
19,2022-07-11 19:00:07+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #FCT $0.3047 📈 64.10262484% 
🥈 #TVK $0.0595 📈 40.14282589% 
🥉 #TLM $0.0292 📈 10.64487671% 
4️⃣  #RGT $4.9614 📈 4.63612167% 
5️⃣  #BURGER $3.1326 📈 4.13368953%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'fct', '03047', '📈', '6410262484', '🥈', 'tvk', '00595', '📈', '4014282589', '🥉', 'tlm', '00292', '📈', '1064487671', '4️⃣', 'rgt', '49614', '📈', '463612167', '5️⃣', 'burger', '31326', '📈', '413368953', 'trade', 'crypto', 'ftx', 'httpstcomyidbxebmw']"
20,2022-07-07 03:00:27+00:00,BKEXGlobal,TVK,1,"🔶#BKEX Spot Top 3 Gainers

🔸Time: 10:30 07/07 (UTC+8)

🏆 #TVK @VirtuaMetaverse
👇Trade it now?
https://t.co/ujClNFt3ix

🥈 #SIS 🥉 #XMON

Registration link: https://t.co/6Nla92IuiH https://t.co/Y81KkVqHNw","['🔶bkex', 'spot', 'top', '3', 'gainer', '🔸time', '1030', '0707', 'utc8', '🏆', 'tvk', 'virtuametaverse', '👇trade', 'now', 'httpstcoujclnft3ix', '🥈', 'si', '🥉', 'xmon', 'registration', 'link', 'httpstco6nla92iuih', 'httpstcoy81kkvqhnw']"
21,2022-07-10 15:05:12+00:00,CryptoKnight187,TVK,1,"Hope you guys never bought $BTC 😬 17k coming soon. Patience is key.
I'm aiming to buy between 17 and 14k already got buy orders at 14.3k ready to catch the knife when it eventually happens.
Anything below 14k is a bonus 💯
#Bitcoin #omi #qnt #eth #LUNA #sol #tvk https://t.co/Sqtmj9mWav https://t.co/RQOMwVZAlV","['hope', 'guy', 'never', 'bought', 'btc', '😬', '17k', 'coming', 'soon', 'patience', 'key', 'im', 'aiming', 'buy', '17', '14k', 'already', 'got', 'buy', 'order', '143k', 'ready', 'catch', 'knife', 'eventually', 'happens', 'anything', '14k', 'bonus', '💯', 'bitcoin', 'omi', 'qnt', 'eth', 'luna', 'sol', 'tvk', 'httpstcosqtmj9mwav', 'httpstcorqomwvzalv']"
22,2022-07-11 22:43:17+00:00,AndrewGriUK,TVK,1,"🔥 SIGNAL #TVK #TVKUSDT :

➡ Buy At or Below 0.0518

✔Target1= 0.0521

✔Target2= 0.0529

✔Target3= 0.0536

❌ Stop Loss= 0.0508

✌ Very bearish coin!

Let’s guess what the NEXT #NEWS is？🚀

#SPOT #crypto #ada #bitcoin

Take part of our wonderful family now, PM ME! https://t.co/5u1YEiN0v7","['🔥', 'signal', 'tvk', 'tvkusdt', '➡', 'buy', '00518', '✔target1', '00521', '✔target2', '00529', '✔target3', '00536', '❌', 'stop', 'loss', '00508', '✌', 'bearish', 'coin', 'let’s', 'guess', 'next', 'news', 'is？🚀', 'spot', 'crypto', 'ada', 'bitcoin', 'take', 'part', 'wonderful', 'family', 'now', 'pm', 'me', 'httpstco5u1yein0v7']"
23,2022-07-06 17:29:41+00:00,DudeAravind,TVK,2,"#VijayMakkalIyakkam #tvk 
Needs lots of design improvement. Looks like a not a functional one. https://t.co/4PTEfSzVKV https://t.co/cCzY80xjyA","['vijaymakkaliyakkam', 'tvk', 'need', 'lot', 'design', 'improvement', 'look', 'like', 'functional', 'one', 'httpstco4ptefszvkv', 'httpstcocczy80xjya']"
24,2022-07-11 18:49:18+00:00,crypto_pump_1,TVK,1,"🔥🔥94% Profit result in last 24 hour 🚀🚀

✅ #perl 8% within 5.5 hour
✅ #tvk 35% within 5 minutes
✅ #elf 37% within 21 hour
✅ #fis 7% within 15 minutes
✅ #om 7% within 2 minutes 

Total profit 94% 💰...

Read more on https://t.co/OYG8n0TAST
CT:11 Jul 22 18:49:17 pm","['🔥🔥94', 'profit', 'result', 'last', '24', 'hour', '🚀🚀', '✅', 'perl', '8', 'within', '55', 'hour', '✅', 'tvk', '35', 'within', '5', 'minute', '✅', 'elf', '37', 'within', '21', 'hour', '✅', 'fis', '7', 'within', '15', 'minute', '✅', 'om', '7', 'within', '2', 'minute', 'total', 'profit', '94', '💰', 'read', 'httpstcooyg8n0tast', 'ct11', 'jul', '22', '184917', 'pm']"
25,2022-07-07 01:00:10+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #ASD $0.0569 📈 11.28876501% 
🥈 #POND $0.0120 📈 9.12858914% 
🥉 #STORJ $0.7562 📈 7.74879808% 
4️⃣  #TVK $0.0475 📈 6.73620042% 
5️⃣  #GXC $0.5000 📈 5.21410666%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'asd', '00569', '📈', '1128876501', '🥈', 'pond', '00120', '📈', '912858914', '🥉', 'storj', '07562', '📈', '774879808', '4️⃣', 'tvk', '00475', '📈', '673620042', '5️⃣', 'gxc', '05000', '📈', '521410666', 'trade', 'crypto', 'ftx', 'httpstcomyidbxebmw']"
26,2022-07-02 07:37:07+00:00,Whale_Sniper,TVK,1,"Binance - BTC Market
#TVK - Unusual buying activity
5.21 BTC in 9 minutes (98%)
P: 0.00000184 ❇️ (3.95%)
24H Vol: 10.48 BTC","['binance', 'btc', 'market', 'tvk', 'unusual', 'buying', 'activity', '521', 'btc', '9', 'minute', '98', 'p', '000000184', '❇️', '395', '24h', 'vol', '1048', 'btc']"
27,2022-07-03 03:00:12+00:00,cryptolookapp,TVK,1,"✨ #TVK 
💵 Current Price: 0.0321 
📱 Look other coin infos with our app: https://t.co/vNpxF6rnmg https://t.co/0BiLcn6dJ6","['✨', 'tvk', '💵', 'current', 'price', '00321', '📱', 'look', 'coin', 'info', 'app', 'httpstcovnpxf6rnmg', 'httpstco0bilcn6dj6']"
28,2022-07-07 15:01:06+00:00,vimaboy,TVK,1,@WhaleCoinTalk #TVK 🔥💫 will be huge,"['whalecointalk', 'tvk', '🔥💫', 'huge']"
29,2022-07-07 14:00:06+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #TVK $0.0602 📈 10.70527188% 
🥈 #DMCH $0.2522 📈 7.61084228% 
🥉 #RNDR $0.5587 📈 7.13913053% 
4️⃣  #AIOZ $0.0913 📈 6.05232971% 
5️⃣  #RISE $0.0005 📈 5.04672983%

Trade #crypto on FTX https://t.co/mYiDBWWZXW","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'tvk', '00602', '📈', '1070527188', '🥈', 'dmch', '02522', '📈', '761084228', '🥉', 'rndr', '05587', '📈', '713913053', '4️⃣', 'aioz', '00913', '📈', '605232971', '5️⃣', 'rise', '00005', '📈', '504672983', 'trade', 'crypto', 'ftx', 'httpstcomyidbwwzxw']"
30,2022-07-07 07:00:01+00:00,versemeta888,TVK,1,"⬇️ Top losers of the last hour (Out of Top 500) 📉

🔴 #ADX $0.2047 📉 -12.41764298% 
🔴 #ALT $0.4906 📉 -12.29000929% 
🔴 #TVK $0.0590 📉 -11.87335927% 
🔴 #DIVI $0.0205 📉 -3.74306464% 
🔴 #TIFI $0.0000 📉 -3.32274962%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['⬇️', 'top', 'loser', 'last', 'hour', 'out', 'top', '500', '📉', '🔴', 'adx', '02047', '📉', '1241764298', '🔴', 'alt', '04906', '📉', '1229000929', '🔴', 'tvk', '00590', '📉', '1187335927', '🔴', 'divi', '00205', '📉', '374306464', '🔴', 'tifi', '00000', '📉', '332274962', 'trade', 'crypto', 'binance', 'httpstcoyf3wzpbyc1']"
31,2022-07-07 05:00:06+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #TVK $0.0597 📈 15.52441095% 
🥈 #LOOM $0.0442 📈 5.40474163% 
🥉 #MBL $0.0030 📈 4.32220778% 
4️⃣  #RBTC $20300.3416 📈 3.90904813% 
5️⃣  #CLT $16.3297 📈 3.83643435%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'tvk', '00597', '📈', '1552441095', '🥈', 'loom', '00442', '📈', '540474163', '🥉', 'mbl', '00030', '📈', '432220778', '4️⃣', 'rbtc', '203003416', '📈', '390904813', '5️⃣', 'clt', '163297', '📈', '383643435', 'trade', 'crypto', 'binance', 'httpstcoyf3wzpbyc1']"
32,2022-07-06 21:18:56+00:00,ercanclk7,TVK,1,@CryptoGodJohn #tvk overly ambitious,"['cryptogodjohn', 'tvk', 'overly', 'ambitious']"
33,2022-07-07 09:45:39+00:00,HotcoinGlobal,TVK,1,"🤩Top gains today!! #HotcoinGlobal

🥇#TVK               +76.59%
🥈#BURGER       +51.13%
🥉#LDN               +37.62%

👉Trade:https://t.co/mSIBvUZavr
  #cryptocurrency #Bitcoin #Altcoins https://t.co/a3KV3m826E","['🤩top', 'gain', 'today', 'hotcoinglobal', '🥇tvk', '7659', '🥈burger', '5113', '🥉ldn', '3762', '👉tradehttpstcomsibvuzavr', 'cryptocurrency', 'bitcoin', 'altcoins', 'httpstcoa3kv3m826e']"
34,2022-07-11 18:21:10+00:00,NatalDormer,TVK,1,"#TVK : SHORT TERM SIGNAL:

Buy within 6mins max:

Perfect to BUY below 254

Target1: 256 Target2: 260

Let's invest now!

Very promissing project btw!

#cryptocurrency #wujihan #bitmain #btc #crypto

To Take part of our wonderful group now, PM ME! https://t.co/QQxokluzuk","['tvk', 'short', 'term', 'signal', 'buy', 'within', '6mins', 'max', 'perfect', 'buy', '254', 'target1', '256', 'target2', '260', 'let', 'invest', 'now', 'promissing', 'project', 'btw', 'cryptocurrency', 'wujihan', 'bitmain', 'btc', 'crypto', 'take', 'part', 'wonderful', 'group', 'now', 'pm', 'me', 'httpstcoqqxokluzuk']"
35,2022-07-04 14:45:09+00:00,cryptolookapp,TVK,1,"✨ #TVK 
💵 Current Price: 0.0335 
📱 Look other coin infos with our app: https://t.co/vNpxF6rnmg https://t.co/9sP3MCSU2x","['✨', 'tvk', '💵', 'current', 'price', '00335', '📱', 'look', 'coin', 'info', 'app', 'httpstcovnpxf6rnmg', 'httpstco9sp3mcsu2x']"
36,2022-07-03 17:09:13+00:00,DataMetrics_UG,TVK,1,⚡️ Spot ⚡️Good time to buy #TVK 🚀 The price on #Billance is currently $0.03269 for one #TVK! #Billance.com currently has the lowest fees for futures trading. Get another 10% discount on the low fees here: 👉 https://t.co/mpgTtAuW2r https://t.co/bxajRaXAcl,"['⚡️', 'spot', '⚡️good', 'time', 'buy', 'tvk', '🚀', 'price', 'billance', 'currently', '003269', 'one', 'tvk', 'billancecom', 'currently', 'lowest', 'fee', 'future', 'trading', 'get', 'another', '10', 'discount', 'low', 'fee', 'here', '👉', 'httpstcompgttauw2r', 'httpstcobxajraxacl']"
37,2022-07-04 12:08:31+00:00,CryptoMasjien,TVK,1,"The beginning of a REAL (multi chain) metaverse! This will be Big! 👀

Cardano’s official Metaverse build on @VirtuaMetaverse 🔥

Cardano Island 1st, Virtua Prime follows. Who will be next?

https://t.co/2oTzGCdM1q 

#ADA #NFT #CNFT #METAVERSE #TVK #GAMES #FUN #WEB3 #BLOCKCHAIN https://t.co/czO8iWK71X","['beginning', 'real', 'multi', 'chain', 'metaverse', 'big', '👀', 'cardano’s', 'official', 'metaverse', 'build', 'virtuametaverse', '🔥', 'cardano', 'island', '1st', 'virtua', 'prime', 'follows', 'next', 'httpstco2otzgcdm1q', 'ada', 'nft', 'cnft', 'metaverse', 'tvk', 'game', 'fun', 'web3', 'blockchain', 'httpstcoczo8iwk71x']"
38,2022-07-06 20:48:52+00:00,Whale_Sniper,TVK,1,"Binance - BTC Market
#TVK - Unusual buying activity
4.93 BTC in 9 minutes (25%)
P: 0.00000192 ❇️ (2.13%)
24H Vol: 24.30 BTC","['binance', 'btc', 'market', 'tvk', 'unusual', 'buying', 'activity', '493', 'btc', '9', 'minute', '25', 'p', '000000192', '❇️', '213', '24h', 'vol', '2430', 'btc']"
39,2022-07-08 06:00:06+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #PLTC $1.1134 📈 178.3971818% 
🥈 #BURGER $2.3164 📈 7.7761221% 
🥉 #ORC $0.0992 📈 7.67559696% 
4️⃣  #BNANA $1.1158 📈 4.96510954% 
5️⃣  #TVK $0.0543 📈 4.27294911%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'pltc', '11134', '📈', '1783971818', '🥈', 'burger', '23164', '📈', '77761221', '🥉', 'orc', '00992', '📈', '767559696', '4️⃣', 'bnana', '11158', '📈', '496510954', '5️⃣', 'tvk', '00543', '📈', '427294911', 'trade', 'crypto', 'ftx', 'httpstcomyidbxebmw']"
40,2022-07-07 19:00:08+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #FCT $0.3081 📈 83.97682063% 
🥈 #VIDT $0.5700 📈 32.11138025% 
🥉 #TVK $0.0553 📈 6.29521872% 
4️⃣  #ALT $0.5309 📈 5.1031263% 
5️⃣  #STAKE $3.7674 📈 3.81886707%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'fct', '03081', '📈', '8397682063', '🥈', 'vidt', '05700', '📈', '3211138025', '🥉', 'tvk', '00553', '📈', '629521872', '4️⃣', 'alt', '05309', '📈', '51031263', '5️⃣', 'stake', '37674', '📈', '381886707', 'trade', 'crypto', 'binance', 'httpstcoyf3wzpbyc1']"
41,2022-07-07 11:00:01+00:00,versemeta888,TVK,1,"⬇️ Top losers of the last hour (Out of Top 500) 📉

🔴 #CULT $0.0000 📉 -10.68901921% 
🔴 #TVK $0.0571 📉 -4.72282141% 
🔴 #SAFEMOON $0.0000 📉 -4.45379505% 
🔴 #EPS $0.1785 📉 -2.9027376% 
🔴 #WOZX $0.0964 📉 -2.72569334%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['⬇️', 'top', 'loser', 'last', 'hour', 'out', 'top', '500', '📉', '🔴', 'cult', '00000', '📉', '1068901921', '🔴', 'tvk', '00571', '📉', '472282141', '🔴', 'safemoon', '00000', '📉', '445379505', '🔴', 'eps', '01785', '📉', '29027376', '🔴', 'wozx', '00964', '📉', '272569334', 'trade', 'crypto', 'binance', 'httpstcoyf3wzpbyc1']"
42,2022-07-03 18:09:12+00:00,DataMetrics_UG,TVK,1,⚡️ Spot ⚡️Good time to buy #TVK 🚀 The price on #Billance is currently $0.03269 for one #TVK! #Billance.com currently has the lowest fees for futures trading. Get another 10% discount on the low fees here: 👉 https://t.co/mpgTtAuW2r https://t.co/Sda3cWdHKj,"['⚡️', 'spot', '⚡️good', 'time', 'buy', 'tvk', '🚀', 'price', 'billance', 'currently', '003269', 'one', 'tvk', 'billancecom', 'currently', 'lowest', 'fee', 'future', 'trading', 'get', 'another', '10', 'discount', 'low', 'fee', 'here', '👉', 'httpstcompgttauw2r', 'httpstcosda3cwdhkj']"
43,2022-07-01 23:45:10+00:00,cryptolookapp,TVK,1,"✨ #TVK 
💵 Current Price: 0.0318 
📱 Look other coin infos with our app: https://t.co/vNpxF6rnmg https://t.co/OD2v6IkScb","['✨', 'tvk', '💵', 'current', 'price', '00318', '📱', 'look', 'coin', 'info', 'app', 'httpstcovnpxf6rnmg', 'httpstcood2v6ikscb']"
44,2022-07-07 06:00:06+00:00,versemeta888,TVK,1,"🔝 Top gainers of the last hour (Out of Top 500) 📈

🥇 #TVK $0.0670 📈 12.11972751% 
🥈 #SUPER $0.1353 📈 8.38648047% 
🥉 #ADX $0.2337 📈 6.63396238% 
4️⃣  #RGT $5.4000 📈 4.93262059% 
5️⃣  #BNANA $1.0312 📈 4.72573955%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['🔝', 'top', 'gainer', 'last', 'hour', 'out', 'top', '500', '📈', '🥇', 'tvk', '00670', '📈', '1211972751', '🥈', 'super', '01353', '📈', '838648047', '🥉', 'adx', '02337', '📈', '663396238', '4️⃣', 'rgt', '54000', '📈', '493262059', '5️⃣', 'bnana', '10312', '📈', '472573955', 'trade', 'crypto', 'ftx', 'httpstcomyidbxebmw']"
45,2022-07-08 00:00:00+00:00,versemeta888,TVK,1,"⬇️ Top losers of the last hour (Out of Top 500) 📉

🔴 #TVK $0.0511 📉 -4.37791074% 
🔴 #CBG $4.0257 📉 -3.40227289% 
🔴 #YOOSHI $0.0000 📉 -2.87876218% 
🔴 #SAFE $11.8901 📉 -2.42600318% 
🔴 #BTTOLD $0.0006 📉 -2.19170547%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['⬇️', 'top', 'loser', 'last', 'hour', 'out', 'top', '500', '📉', '🔴', 'tvk', '00511', '📉', '437791074', '🔴', 'cbg', '40257', '📉', '340227289', '🔴', 'yooshi', '00000', '📉', '287876218', '🔴', 'safe', '118901', '📉', '242600318', '🔴', 'bttold', '00006', '📉', '219170547', 'trade', 'crypto', 'ftx', 'httpstcomyidbxebmw']"
