,Date,Content,Cleaned Text,Result
0,2022-07-18 16:06:42+00:00,#Bitcoin triangle breakout 🔥,#Bitcoin triangle breakout 🔥,['2']
0,2022-07-18 13:27:49+00:00,Buying $OGN here as well.,Buying $OGN here as well.,['1']
0,2022-07-18 11:42:30+00:00,Buying some $GALA here!,Buying some $GALA here!,['1']
0,2022-07-18 10:26:53+00:00,$TRB +74%,$TRB +74%,['2']
0,2022-07-18 09:13:37+00:00,$INJ breakout - the big pump incoming 🔥,$INJ breakout - the big pump incoming 🔥,['1']
0,2022-07-18 08:36:51+00:00,$JASMY will be double one day.,$JASMY will be double one day.,['2']
0,2022-07-18 08:33:55+00:00,$OP already +40% from entry. Patience pay off!,$OP already +40% from entry. Patience pay off!,['2']
0,2022-07-18 08:33:12+00:00,#Bitcoin ascending triangle is playing out!,#Bitcoin ascending triangle is playing out!,['1']
0,2022-07-18 08:16:37+00:00,$DOT soon hit target 😎,$DOT soon hit target 😎,['1']
0,2022-07-18 07:29:28+00:00,$OOKI 👍,$OOKI 👍,['2']
0,2022-07-17 19:12:02+00:00,$JASMY I think it gonna pump soon!,$JASMY I think it gonna pump soon!,['1']
0,2022-07-17 17:44:14+00:00,$INJ still can buy.,$INJ still can buy.,['2']
0,2022-07-17 13:05:15+00:00,#C98,#C98,['1']
0,2022-07-17 12:13:00+00:00,$CHR dip is for buying.,$CHR dip is for buying.,['1']
0,2022-07-17 10:04:01+00:00,"Get Alan Walker NFTs with real value from CoriteWe’re part of the Alan Walker #Origins NFT scavenger hunt, where fans will reveal music videos and share the revenue from Alan Walker’s official YouTube channel! Use my unique code to unlock your piece!Code: By3Dhttps://corite.com/origins","Get Alan Walker NFTs with real value from CoriteWe’re part of the Alan Walker #Origins NFT scavenger hunt, where fans will reveal music videos and share the revenue from Alan Walker’s official YouTube channel! Use my unique code to unlock your piece!Code: By3Dhttps://corite.com/origins",['2']
0,2022-07-17 09:25:46+00:00,Buying some $CHR here!,Buying some $CHR here!,['1']
0,2022-07-17 07:44:10+00:00,Will $ETH starts an alt-season?,Will $ETH starts an alt-season?,['1']
0,2022-07-17 06:58:42+00:00,$SKL is on the move 🔥,$SKL is on the move 🔥,['1']
0,2022-07-17 06:53:53+00:00,$DOT clear breakout 🚀,$DOT clear breakout 🚀,['1']
0,2022-07-16 08:31:33+00:00,Buying more $SKL at this current price.,Buying more $SKL at this current price.,['1']
0,2022-07-16 08:19:09+00:00,$INJ is a buy.,$INJ is a buy.,['2']
0,2022-07-16 06:50:10+00:00,Buying some $FET here!,Buying some $FET here!,['1']
0,2022-07-15 09:50:15+00:00,$SKL/BTC breaking out as well. Probably it's the next $NKN,$SKL/BTC breaking out as well. Probably it's the next $NKN,['2']
0,2022-07-15 09:27:27+00:00,Keep an eye on $DOT,Keep an eye on $DOT,['2']
0,2022-07-15 09:16:41+00:00,$SKL about to go wild 👀,$SKL about to go wild 👀,['2']
0,2022-07-15 07:29:41+00:00,#BitcoinWe're probably range around 20k at least for month or so,#BitcoinWe're probably range around 20k at least for month or so,['1']
0,2022-07-14 14:43:02+00:00,Bitcoin’s correlation with the U.S. Dollar is falling.,Bitcoin’s correlation with the U.S. Dollar is falling.,['2']
0,2022-07-14 13:33:03+00:00,Binance NFT Launches “Alan Walker Origins” NFT Collection: Share the Revenue from the Music Video Streaming on YouTube! https://www.binance.com/en/support/announcement/b17c7ed8a6a64e5f9c2a3ad9821772b1,Binance NFT Launches “Alan Walker Origins” NFT Collection: Share the Revenue from the Music Video Streaming on YouTube! https://www.binance.com/en/support/announcement/b17c7ed8a6a64e5f9c2a3ad9821772b1,['2']
0,2022-07-12 08:10:37+00:00,#Bitcoin price is on the verge of the breakout. Take care of it.,#Bitcoin price is on the verge of the breakout. Take care of it.,['2']
0,2022-07-11 16:53:23+00:00,"Total $ETH deposited in the 2.0 contract has surpassed 13M #ETH, which is 10.9% of the circulating supply.","Total $ETH deposited in the 2.0 contract has surpassed 13M #ETH, which is 10.9% of the circulating supply.",['1']
0,2022-07-10 12:43:52+00:00,$JASMY finally boomed 🔥,$JASMY finally boomed 🔥,['1']
0,2022-07-09 12:19:59+00:00,#Bitcoin is holding the $20k level. Increase in stablecoin market cap share suggested an oversold #BTC on a daily timeframe.Significant liquidity is sitting on the sidelines. It is a matter of when (FOMC) and not if capital is redeployed.,#Bitcoin is holding the $20k level. Increase in stablecoin market cap share suggested an oversold #BTC on a daily timeframe.Significant liquidity is sitting on the sidelines. It is a matter of when (FOMC) and not if capital is redeployed.,['2']
0,2022-07-07 18:35:47+00:00,$SKL move up soon.,$SKL move up soon.,['1']
0,2022-07-07 18:34:20+00:00,"Over the last two years, the dominance of #Tether has been in macro decline.$USDT has fallen from 88.3% of the stablecoin market, to 45.2% today, now less than half of the market.$USDC dominance has grown 4.2x,  $BUSD by 7.5x, and $DAI by 3.9x over the same 2y timeframe.","Over the last two years, the dominance of #Tether has been in macro decline.$USDT has fallen from 88.3% of the stablecoin market, to 45.2% today, now less than half of the market.$USDC dominance has grown 4.2x,  $BUSD by 7.5x, and $DAI by 3.9x over the same 2y timeframe.",['1']
0,2022-07-06 14:14:52+00:00,Binance Launches Zero-Fee Bitcoin Trading https://www.binance.com/en/support/announcement/10435147c55d4a40b64fcbf43cb46329,Binance Launches Zero-Fee Bitcoin Trading https://www.binance.com/en/support/announcement/10435147c55d4a40b64fcbf43cb46329,['2']
0,2022-07-06 14:14:29+00:00,"Despite weak price-action through June, #Bitcoin has been withdrawn from exchanges at the most aggressive rate in history.Total exchange outflows in June peak at -151k BTC/month, with Shrimp and Whales as main receivers.","Despite weak price-action through June, #Bitcoin has been withdrawn from exchanges at the most aggressive rate in history.Total exchange outflows in June peak at -151k BTC/month, with Shrimp and Whales as main receivers.",['2']
0,2022-07-05 07:44:06+00:00,Binance Will Support the Filecoin (FIL) and Elrond (EGLD) Network UpgradesDetails,Binance Will Support the Filecoin (FIL) and Elrond (EGLD) Network UpgradesDetails,['1']
0,2022-07-02 09:29:11+00:00,🧐,🧐,['1']
0,2022-07-02 09:05:40+00:00,Crypto hedge fund Three Arrows files for chapter 15 bankruptcyhttps://www.bloomberg.com/news/articles/2022-07-01/crypto-hedge-fund-three-arrows-files-for-chapter-15-bankruptcy,Crypto hedge fund Three Arrows files for chapter 15 bankruptcyhttps://www.bloomberg.com/news/articles/2022-07-01/crypto-hedge-fund-three-arrows-files-for-chapter-15-bankruptcy,['1']
0,2022-07-01 20:44:59+00:00,Buying some $SKL as well.,Buying some $SKL as well.,['1']
0,2022-07-01 19:29:17+00:00,Buying some $OCEAN here!,Buying some $OCEAN here!,['1']
0,2022-07-01 08:10:14+00:00,$MASK updateBreakout confirmed. Soon go above 2 dollar.,$MASK updateBreakout confirmed. Soon go above 2 dollar.,['2']
0,2022-07-01 08:07:09+00:00,"Whales (>1k $BTC) typically go through accumulation / distribution cycles, often aligned with #Bitcoin market structure.These entities are also adding to their balance aggressively, acquiring 140k $BTC/month directly from exchangesWhales now own 8.69M $BTC (45.6% Supply).","Whales (>1k $BTC) typically go through accumulation / distribution cycles, often aligned with #Bitcoin market structure.These entities are also adding to their balance aggressively, acquiring 140k $BTC/month directly from exchangesWhales now own 8.69M $BTC (45.6% Supply).",['2']
0,2022-06-29 20:15:33+00:00,$MASK is on the edge of the major breakout 👀,$MASK is on the edge of the major breakout 👀,['1']
0,2022-06-29 16:17:25+00:00,"Amazy breaks all record’s passing the mark of 800,000 giveaway participant!  1️⃣ Giveaway extended until June 3 2️⃣ Added 100 extra NFT sneakers and total prize poll is now 600 piece’s   ➡️ JOIN AMAZY GIVEAWAY: https://gleam.io/KbEos/amazy-giveaway/  3 main…","Amazy breaks all record’s passing the mark of 800,000 giveaway participant!  1️⃣ Giveaway extended until June 3 2️⃣ Added 100 extra NFT sneakers and total prize poll is now 600 piece’s   ➡️ JOIN AMAZY GIVEAWAY: https://gleam.io/KbEos/amazy-giveaway/  3 main…",['1']
0,2022-06-29 11:57:00+00:00,"The number of addresses holding at least one #Bitcoin has reached a new all-time high of 873,043.","The number of addresses holding at least one #Bitcoin has reached a new all-time high of 873,043.",['2']
0,2022-06-29 08:46:10+00:00,Bitcoin’s correlation with the tech-focused Nasdaq 100 has declined in June after hitting a multi-year high of .8 in May,Bitcoin’s correlation with the tech-focused Nasdaq 100 has declined in June after hitting a multi-year high of .8 in May,['1']
0,2022-06-28 08:16:52+00:00,$QI +41%,$QI +41%,['2']
0,2022-06-27 14:02:25+00:00,"Digital asset investment products saw outflows totalling $423m last week, the largest since records began by a wide margin.The outflows occurred on 17th June but were reflected in last week’s figures due to trade reporting lags, and likely responsible for Bitcoin’s decline to US$17,760 that weekend.","Digital asset investment products saw outflows totalling $423m last week, the largest since records began by a wide margin.The outflows occurred on 17th June but were reflected in last week’s figures due to trade reporting lags, and likely responsible for Bitcoin’s decline to US$17,760 that weekend.",['1']
0,2022-06-27 09:18:19+00:00,$MASK is now can buy.,$MASK is now can buy.,['1']
0,2022-06-27 08:19:10+00:00,"Koi Network (KOI) token sale to be held via Huobi Primelist on June 30thSale Hard Cap is $200,000. Sale Price is 1 KOI = $0.025. Tokens Allocated is 8,000,000 KOI. KOI token will be listed on Huobi Global right after the public sale on June 30th, 13:00 UTC.https://twitter.com/koimetaverse/status/1540376907950092289?s=21&t=owLq1jmr6YwrOiVRVXOcug","Koi Network (KOI) token sale to be held via Huobi Primelist on June 30thSale Hard Cap is $200,000. Sale Price is 1 KOI = $0.025. Tokens Allocated is 8,000,000 KOI. KOI token will be listed on Huobi Global right after the public sale on June 30th, 13:00 UTC.https://twitter.com/koimetaverse/status/1540376907950092289?s=21&t=owLq1jmr6YwrOiVRVXOcug",['2']
0,2022-06-26 14:22:37+00:00,$MASK is now can buy.,$MASK is now can buy.,['1']
0,2022-06-26 13:33:59+00:00,Buy the dip $SRM,Buy the dip $SRM,['1']
0,2022-06-26 13:27:13+00:00,$MASK,$MASK,['2']
0,2022-06-26 12:44:02+00:00,"$SRM gonna hit $1,3 in the next IMO","$SRM gonna hit $1,3 in the next IMO",['2']
0,2022-06-26 12:26:00+00:00,Buying $SRM here!,Buying $SRM here!,['1']
0,2022-06-26 12:11:35+00:00,$OP is on the way 😎,$OP is on the way 😎,['1']
0,2022-06-26 09:26:49+00:00,$OOKI,$OOKI,['2']
0,2022-06-26 09:22:02+00:00,$GLMR boom incoming 🔥,$GLMR boom incoming 🔥,['1']
0,2022-06-26 09:15:47+00:00,$OP still can buy.,$OP still can buy.,['1']
0,2022-06-26 08:27:58+00:00,$GAL already +20%,$GAL already +20%,['2']
0,2022-06-26 08:02:13+00:00,$JASMY I'm still bullish on it. I think it gonna pop soon!,$JASMY I'm still bullish on it. I think it gonna pop soon!,['1']
0,2022-06-26 07:18:14+00:00,$GLMR just getting started. Much more to come!,$GLMR just getting started. Much more to come!,['1']
0,2022-06-26 07:16:44+00:00,$QI +33%,$QI +33%,['1']
0,2022-06-25 22:01:27+00:00,#ETH on the edge of the breakout!,#ETH on the edge of the breakout!,['1']
0,2022-06-25 21:53:32+00:00,$OP is going to 72 cent 👀,$OP is going to 72 cent 👀,['1']
0,2022-06-25 18:25:55+00:00,$GLMR no new low and already reversed Should be pumped to $1,$GLMR no new low and already reversed Should be pumped to $1,['1']
0,2022-06-25 16:56:10+00:00,The $BLZ pump incoming 🔥,The $BLZ pump incoming 🔥,['1']
0,2022-06-25 15:12:40+00:00,$GLMR is a buy.,$GLMR is a buy.,['1']
0,2022-06-25 13:21:57+00:00,"$BLZ is pretty strong here, should move up 😎","$BLZ is pretty strong here, should move up 😎",['1']
0,2022-06-25 12:52:20+00:00,$BLZ buying some.,$BLZ buying some.,['1']
0,2022-06-25 09:47:53+00:00,$TRB dip is for buying.,$TRB dip is for buying.,['1']
0,2022-06-25 08:56:56+00:00,$ICP another breakout 🚀,$ICP another breakout 🚀,['1']
0,2022-06-25 08:55:41+00:00,$QI already +20%,$QI already +20%,['2']
0,2022-06-24 21:31:52+00:00,$LINA almost +20%,$LINA almost +20%,['1']
0,2022-06-24 21:12:34+00:00,$TRB seems ready to take off 🚀,$TRB seems ready to take off 🚀,['2']
0,2022-06-24 21:04:23+00:00,$SOL is moving nicely. Already +36% from entry!,$SOL is moving nicely. Already +36% from entry!,['1']
0,2022-06-24 18:21:39+00:00,With only $30m mcap $TRB will go up +100% easily.,With only $30m mcap $TRB will go up +100% easily.,['1']
0,2022-06-24 18:10:55+00:00,Bitcoin realized 30d volatility hits 12-month high,Bitcoin realized 30d volatility hits 12-month high,['2']
0,2022-06-24 17:38:42+00:00,$JASMY/BTC breakout of 50-ish and it will go up hard.,$JASMY/BTC breakout of 50-ish and it will go up hard.,['1']
0,2022-06-24 17:10:23+00:00,Buying some $TRB on this breakout!,Buying some $TRB on this breakout!,['1']
0,2022-06-24 16:31:27+00:00,$OP +20% from entry!,$OP +20% from entry!,['1']
0,2022-06-24 11:35:49+00:00,$ICP is going to $7,$ICP is going to $7,['1']
0,2022-06-24 10:56:30+00:00,"The #Bitcoin drawdown from ATH has reached 73.3%, compared to previous bear market lows of between 75% and 84%.The duration in this bear is:- 435-days from the Apr-2021 ATH- 227-days from the Nov-2021 ATHThis firmly places the current bear within historical bear norms.","The #Bitcoin drawdown from ATH has reached 73.3%, compared to previous bear market lows of between 75% and 84%.The duration in this bear is:- 435-days from the Apr-2021 ATH- 227-days from the Nov-2021 ATHThis firmly places the current bear within historical bear norms.",['1']
0,2022-06-24 09:42:54+00:00,$JASMY breakout and retest successfully 🚀,$JASMY breakout and retest successfully 🚀,['1']
0,2022-06-24 09:39:50+00:00,Ethereum hashrate started to decline after successful proof-of-stake test merge.,Ethereum hashrate started to decline after successful proof-of-stake test merge.,['1']
0,2022-06-23 19:37:37+00:00,$JASMY about to breakout here ❗️,$JASMY about to breakout here ❗️,['1']
0,2022-06-23 14:41:29+00:00,Binance Signs Cristiano Ronaldo for Exclusive Partnership: The Legendary Portuguese Footballer to Release Multiple NFT Collections on Binancehttps://www.binance.com/en/support/announcement/c91e9b1c1492456f9909e16f2ff3427e,Binance Signs Cristiano Ronaldo for Exclusive Partnership: The Legendary Portuguese Footballer to Release Multiple NFT Collections on Binancehttps://www.binance.com/en/support/announcement/c91e9b1c1492456f9909e16f2ff3427e,['2']
0,2022-06-23 13:47:22+00:00,$JASMY double bottom.,$JASMY double bottom.,['1']
0,2022-06-23 11:02:13+00:00,#Bitcoin possible reclaim 22k,#Bitcoin possible reclaim 22k,['2']
0,2022-06-22 14:40:59+00:00,"​​HOORAY! Announcing the 1st launchpad where AMAZY will launch🚀🎉 Friends, we are ready to solemnly announce the first project partnership with a top-5 launchpad where our token will launch:  Seedify x AMAZY👾Seedify is an incubator and launchpad specializing in blockchain game launches! Seedify is one of the world's top 5 launchpad, with over 50 game projects already launched. Seedify helps attract users and capital for startups through its platform! On average, projects come out at x37.53 to IGO's price. Twitter - twitter.com/SeedifyFund Telegram - t.me/seedifyfund Seedify website - seedify.fund/  🔥 The launch will take place in the format of IGO, which is a way of raising capital for gaming projects, meaning ""initial offering of gaming tokens."" Within this launch, IGO participants can get not only project tokens by supporting the development, but also in-game assets and bonuses 👟! For users, this is an opportunity to buy tokens before going public, and for the project to raise capital.  IGO date and all details of the launch you will find out soon! Stay tuned for AMAZY and Seedify social media! 👀Website (ENG) | Website (RU) | Telegram (ENG) | Telegram (RU) | Chat (ENG) | Chat (RU) | Discord | Twitter | Instagram | TikTok | YouTube (ENG) | YouTube (RU) | Medium (ENG) | Medium (RU)#AMAZY #Seedify #Launchpad","​​HOORAY! Announcing the 1st launchpad where AMAZY will launch🚀🎉 Friends, we are ready to solemnly announce the first project partnership with a top-5 launchpad where our token will launch:  Seedify x AMAZY👾Seedify is an incubator and launchpad specializing in blockchain game launches! Seedify is one of the world's top 5 launchpad, with over 50 game projects already launched. Seedify helps attract users and capital for startups through its platform! On average, projects come out at x37.53 to IGO's price. Twitter - twitter.com/SeedifyFund Telegram - t.me/seedifyfund Seedify website - seedify.fund/  🔥 The launch will take place in the format of IGO, which is a way of raising capital for gaming projects, meaning ""initial offering of gaming tokens."" Within this launch, IGO participants can get not only project tokens by supporting the development, but also in-game assets and bonuses 👟! For users, this is an opportunity to buy tokens before going public, and for the project to raise capital.  IGO date and all details of the launch you will find out soon! Stay tuned for AMAZY and Seedify social media! 👀Website (ENG) | Website (RU) | Telegram (ENG) | Telegram (RU) | Chat (ENG) | Chat (RU) | Discord | Twitter | Instagram | TikTok | YouTube (ENG) | YouTube (RU) | Medium (ENG) | Medium (RU)#AMAZY #Seedify #Launchpad",['1']
0,2022-06-22 14:17:20+00:00,$ROSE is outperforming #BTC 👀  The big pump incoming 🚀,$ROSE is outperforming #BTC 👀  The big pump incoming 🚀,['1']
0,2022-06-22 13:16:48+00:00,Bitcoin trade volumes plummet in 2022.,Bitcoin trade volumes plummet in 2022.,['1']
0,2022-06-22 07:35:51+00:00,"Top 10 Altcoins price drop since #ATHTop coin prices have plummeted since #BTC crashed: $XRP -90.35%, $DOGE -91.18%, $SHIB -88.62%, and others down from 65%.#WaggleInsights","Top 10 Altcoins price drop since #ATHTop coin prices have plummeted since #BTC crashed: $XRP -90.35%, $DOGE -91.18%, $SHIB -88.62%, and others down from 65%.#WaggleInsights",['1']
0,2022-06-22 07:32:30+00:00,"Tether to launch GBP₮, Tether tokens pegged to the British Pound Sterlinghttps://tether.to/en/tether-to-launch-gbpt-tether-tokens-pegged-to-the-british-pound-sterling/","Tether to launch GBP₮, Tether tokens pegged to the British Pound Sterlinghttps://tether.to/en/tether-to-launch-gbpt-tether-tokens-pegged-to-the-british-pound-sterling/",['1']
0,2022-06-22 06:16:08+00:00,$ROSE is outperforming #BTC 👀The big pump incoming 🚀,$ROSE is outperforming #BTC 👀The big pump incoming 🚀,['1']
0,2022-06-21 22:41:56+00:00,It's chance to buy the dip $ROSE,It's chance to buy the dip $ROSE,['1']
0,2022-06-21 22:31:19+00:00,Bitcoin google search volume hits 13-month high,Bitcoin google search volume hits 13-month high,['2']
0,2022-06-21 21:26:32+00:00,https://twitter.com/Coritecom/status/1539292238655770630?s=20&t=8CR6I7tN7w7j0PvAWGYC_A,https://twitter.com/Coritecom/status/1539292238655770630?s=20&t=8CR6I7tN7w7j0PvAWGYC_A,['2']
0,2022-06-21 21:15:22+00:00,Bitcoin registers most negative returns on Thursdays and Fridays in 2022.,Bitcoin registers most negative returns on Thursdays and Fridays in 2022.,['1']
0,2022-06-21 21:02:43+00:00,$ROSE breakout already.,$ROSE breakout already.,['2']
0,2022-06-21 20:49:53+00:00,Buying $ROSE here!,Buying $ROSE here!,['1']
0,2022-06-21 15:42:57+00:00,,,['1']
0,2022-06-21 06:53:06+00:00,$QI ready for a next leg up.,$QI ready for a next leg up.,['1']
0,2022-06-21 06:28:07+00:00,$LINA +10% so far.,$LINA +10% so far.,['1']
0,2022-06-20 12:53:52+00:00,Buy the dip $OP,Buy the dip $OP,['1']
0,2022-06-20 12:51:29+00:00,$ICP scalp,$ICP scalp,['1']
0,2022-06-20 12:24:04+00:00,$SOL +21%,$SOL +21%,['1']
0,2022-06-20 11:45:28+00:00,$OP to be blown up soon 🔥,$OP to be blown up soon 🔥,['1']
0,2022-06-20 11:12:16+00:00,Buying some $OP on this breakout!,Buying some $OP on this breakout!,['1']
0,2022-06-20 10:42:18+00:00,$ATA already hit target. +27% from entry!,$ATA already hit target. +27% from entry!,['1']
0,2022-06-20 08:43:58+00:00,$GRT is about to move up 🚀,$GRT is about to move up 🚀,['1']
0,2022-06-20 08:01:03+00:00,Binance Will Support the Origin Dollar Governance (OGV) Airdrop for Origin Protocol (OGN) Holdershttps://www.binance.com/en/support/articles/7f7464e238fa45409b454912e874cb5f,Binance Will Support the Origin Dollar Governance (OGV) Airdrop for Origin Protocol (OGN) Holdershttps://www.binance.com/en/support/articles/7f7464e238fa45409b454912e874cb5f,['1']
0,2022-06-20 07:55:38+00:00,$QI/BTC is breaking out 👀,$QI/BTC is breaking out 👀,['1']
0,2022-06-20 07:50:02+00:00,Buying $QI here!,Buying $QI here!,['1']
0,2022-06-19 21:57:09+00:00,$ATA,$ATA,['1']
0,2022-06-19 21:42:42+00:00,Buying $GRT here!,Buying $GRT here!,['1']
0,2022-06-19 21:14:14+00:00,"$GAL/BTC is breaking out as well.Soon break $3,00 👀","$GAL/BTC is breaking out as well.Soon break $3,00 👀",['2']
0,2022-06-19 21:04:34+00:00,#Bitcoin is back above 20k,#Bitcoin is back above 20k,['2']
0,2022-06-19 20:29:04+00:00,$GAL double breakout 👀,$GAL double breakout 👀,['2']
0,2022-06-19 18:09:20+00:00,$LINA is breaking out of key level 👀🚀,$LINA is breaking out of key level 👀🚀,['1']
0,2022-06-19 15:42:50+00:00,$SOL about to break $33 👀,$SOL about to break $33 👀,['1']
0,2022-06-19 14:02:02+00:00,$LINA will pop soon,$LINA will pop soon,['1']
0,2022-06-19 09:30:38+00:00,$SOL holding well. Expecting a short term move - up to $45 ~ 48,$SOL holding well. Expecting a short term move - up to $45 ~ 48,['1']
0,2022-06-19 09:14:10+00:00,"17,600 already hit so probably bottom is in, for the short term at least.","17,600 already hit so probably bottom is in, for the short term at least.",['1']
0,2022-06-18 19:08:28+00:00,"The #Bitcoin Puell Multiple🟧has fallen to the lowest levels since the Nov 2018 bear market crash.Miners are currently earning just 39% of their 1yr average USD income.The Difficulty Ribbon🟪 is also compressed, signalling miner stress and potential capitulation is on the horizon.#glassnode","The #Bitcoin Puell Multiple🟧has fallen to the lowest levels since the Nov 2018 bear market crash.Miners are currently earning just 39% of their 1yr average USD income.The Difficulty Ribbon🟪 is also compressed, signalling miner stress and potential capitulation is on the horizon.#glassnode",['1']
0,2022-06-18 18:58:25+00:00,Thread worth reading on 3AC,Thread worth reading on 3AC,['2']
0,2022-06-18 18:23:43+00:00,"#Bitcoin preliminary levels of supports1. Support 17,000 ~ 17,600 2. Support 13,400 ~ 14,1003. Support 11,800 ~ 12,000","#Bitcoin preliminary levels of supports1. Support 17,000 ~ 17,600 2. Support 13,400 ~ 14,1003. Support 11,800 ~ 12,000",['1']
0,2022-06-18 15:50:17+00:00,"Stablecoins supply has shrunk by $13B across the board, with $10B being redeemed amongst major issuers and $3B having been retired from DAI alone.","Stablecoins supply has shrunk by $13B across the board, with $10B being redeemed amongst major issuers and $3B having been retired from DAI alone.",['1']
0,2022-06-18 07:23:25+00:00,$ETH has just broken $1000,$ETH has just broken $1000,['1']
0,2022-06-18 07:01:00+00:00,20k just broken,20k just broken,['1']
0,2022-06-17 14:42:34+00:00,"Crypto Hedge Fund Three Arrows Capital Considers Asset Sales, Bailouthttps://www.wsj.com/articles/battered-crypto-hedge-fund-three-arrows-capital-considers-asset-sales-bailout-11655469932","Crypto Hedge Fund Three Arrows Capital Considers Asset Sales, Bailouthttps://www.wsj.com/articles/battered-crypto-hedge-fund-three-arrows-capital-considers-asset-sales-bailout-11655469932",['1']
0,2022-06-17 11:27:52+00:00,"GBTC discount drops to -33.7%, a new all-time-low.","GBTC discount drops to -33.7%, a new all-time-low.",['1']
0,2022-06-17 06:55:58+00:00,Bitcoin 'Fear and Greed' Index ~ 7 🙄,Bitcoin 'Fear and Greed' Index ~ 7 🙄,['1']
0,2022-06-16 17:22:28+00:00,Bitcoin investors have locked in the largest USD denominated Realized Loss in history last week.,Bitcoin investors have locked in the largest USD denominated Realized Loss in history last week.,['1']
0,2022-06-15 07:33:34+00:00,20k is definitely not the bottom imo,20k is definitely not the bottom imo,['1']
0,2022-06-14 07:38:22+00:00,"Binance dominates Tether markets, its market share has grown steadily from around 20% to over 73%","Binance dominates Tether markets, its market share has grown steadily from around 20% to over 73%",['1']
0,2022-06-14 07:34:04+00:00,,,['1']
0,2022-06-13 14:32:18+00:00,#Bitcoin price is close to 2017’s bull market peak,#Bitcoin price is close to 2017’s bull market peak,['2']
0,2022-06-13 07:42:14+00:00,"Binance will not support the deposits and withdrawals of Litecoin (LTC) that utilize the MimbleWimble Wxtension Blocks (MWEB) function, which provides users with an option of sending confidential LTC transactions without revealing any transaction information.https://www.binance.com/en/support/articles/61d4510b1ada4ba78b5384e8c2d3527c","Binance will not support the deposits and withdrawals of Litecoin (LTC) that utilize the MimbleWimble Wxtension Blocks (MWEB) function, which provides users with an option of sending confidential LTC transactions without revealing any transaction information.https://www.binance.com/en/support/articles/61d4510b1ada4ba78b5384e8c2d3527c",['2']
0,2022-06-12 06:53:32+00:00,$ETH just hit 2017’s bull market peak,$ETH just hit 2017’s bull market peak,['1']
0,2022-06-11 10:56:33+00:00,📍 #Bitcoin Fear and Greed Index is 12 ~ Extreme Fear,📍 #Bitcoin Fear and Greed Index is 12 ~ Extreme Fear,['2']
0,2022-06-11 10:39:11+00:00,"Since the middle of May, FTX’s aggregated daily volume for Bitcoin spot trades has exceeded that of Coinbase.","Since the middle of May, FTX’s aggregated daily volume for Bitcoin spot trades has exceeded that of Coinbase.",['1']
0,2022-06-11 08:06:51+00:00,$CTSI already +10%,$CTSI already +10%,['2']
0,2022-06-11 07:42:42+00:00,Buying more $DYDX at this current price.,Buying more $DYDX at this current price.,['1']
0,2022-06-10 16:28:29+00:00,"The #Bitcoin hash ribbons have started to signal inversion.This means that hash-rate is starting to come offline, usually as a result of stress in miner incomes impacting profitable operation.Typically, these inversions occur in late stage bear markets.","The #Bitcoin hash ribbons have started to signal inversion.This means that hash-rate is starting to come offline, usually as a result of stress in miner incomes impacting profitable operation.Typically, these inversions occur in late stage bear markets.",['1']
